id_item;cd_item;nome
60;0;BANCO CENTRAL DO BRASIL / CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
61;0;BANCO CENTRAL DO BRASIL / POLICIA MILITAR DE MG - PMMG
62;0;BANCO CENTRAL DO BRASIL / POLICIA MILITAR DE MINAS GERAIS - PMMG
63;0;BANCO CENTRAL DO BRASIL/ CORPO DE BOMBEIROS MILITAR DE MG- CBMMG
64;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS - BDMG / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
65;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG / ESCRITORIO DE PRIORIDADES ESTRATEGICAS - EPE
66;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
67;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG / SECRETARIA DE ESTADO DE CULTURA - SEC
68;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
69;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A -BDMG / FUNDACAO JOAO PIN HEIRO
70;0;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS-BDMG / FUNDACAO JOAO PINHEIRO
71;0;BANCO DE DESENVOLVIMENTO DO ESTADO DE MINAS GERAIS -BDMG / FUNDACAO JOAO PINHEIRO -FJP
72;0;BANCO DO BRASIL / BNDES - PROGRAMA EMERGENCIAL DE FINANCIAMENTO - PEF
73;0;BANCO DO BRASIL / PDMG
74;0;BANCO DO BRASIL / REFORSUS / FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA - HEMOMINAS
75;0;BANCO DO BRASIL / REFORSUS / FUNDACAO EZEQUIEL DIAS - FUNED
76;0;BANCO DO BRASIL / RENACOM / POLICIA CIVIL DO ESTADO DE MINAS GERAIS
77;0;BANCO DO BRASIL / RENACOM / SECRETARIA DEE ESTADO DA SEGURANCA PUBLICA
78;0;BANCO DO BRASIL / TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
79;0;BANCO DO BRASIL / TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
80;0;BANCO DO BRASIL / UNIVERSIDADE ESTADUAL DE MONTES CLAROS - UNIMONTES
81;0;BANCO DO BRASIL S.A / FUNDO ESTADUAL DE SAUDE
82;0;BANCO DO BRASIL S.A / TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS
83;0;BANCO DO BRASIL S.A. / POLICIA MILITAR DE MG - PMMG
84;0;BANCO DO BRASIL S.A. / TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
85;0;BANCO DO BRASIL SA / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER
86;0;BANCO DO NORDESTE / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS -CETEC
87;0;BANCO DO NORDESTE DO BRASIL / UNIVERSIDADE ESTADUAL DE MONTES CLAROS - UNIMONTES
88;0;BANCO DO NORDESTE DO BRASIL SA/ UNIVERSIDADE ESTADUAL DE MONTES CLAROS
89;0;BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID / AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE  AGENCIA RMBH
90;0;BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID / FUNDACAO JOAO PINHEIRO - FJP
91;0;BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID / SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
92;0;BANCO INTERAMERICANO DE DESENVOLVIMENTO - BID / TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS
93;0;BANCO INTERAMERICANO DE DESENVOLVIMENTO / SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
94;0;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL - BNDES / ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS
95;0;BELOTUR  /  SECRETARIA DE ESTADO DE TURISMO - SETUR
96;0;BHTRANS / AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE - AGENCIA RMBH
97;0;BHTRANS / POLICIA MILITAR DE MINAS GERAIS -PMMG
98;0;BHTRANS / POLICIA MILITAR DO ESTADO  DE MINAS GERAIS -PMMG
99;0;BID - CONSOLIDACAO DAS CADEIAS PRODUTIVAS - SED - COMPETITIVIDADE
100;0;BID - MINAS COMUNICA
101;0;BID - PROGRAMA DE APOIO A INOVACAO E MELHORIA DA PRODUTIVIDADE DE MG
102;0;BID - PROGRAMA DE FORTALECIMENTO DA SEGURANCA CIDADA
103;0;BID - PROGRAMA DE INFRAESTRUTURA LOGISTICA DE MINAS GERAIS
104;0;BID / PDL - EMPRESTIMO DE APOIO AO PLANEJAMENTO E GESTAO DO DESENVOLVIMENTO
105;0;BID / PRODETUR
106;0;BID / PROFISCO II
107;0;BID / PROGRAMA DE  DESENVOLVIMENTO DE MG III
108;0;BID / PROGRAMA DE MODERNIZACAO DA INFRA-ESTRUTURA PARA O   DESENVOLVIMENTO DE MG III
109;0;BIRD  / DPL - EMPRESTIMO DE POLITICA DE DESENVOLVIMENTO
110;0;BIRD - PARCERIA PARA O DESENVOLVIMENTO EM MG - SWAP/MG
111;0;BIRD - PROGRAMA DE PARCERIA PARA O DESENVOLVIMENTO DE MG II
112;0;BIRD - TERCEIRO PROGRAMA DE PARCERIA PARA O DESENVOLVIMENTO DE MG - CRC/CEMIG
113;0;BIRD / PROGRAMA DE PARCERIA PARA O DESENVOLVIMENTO DE MG II - FINANCIAMENTO ADICIONAL
114;0;BNDES  PMAE II MODERNIZA MINAS
115;0;BNDES   PMAE II MODERNIZA MINAS
116;0;BNDES - 2  PROGRAMA DE DESENVOLVIMENTO INTEGRADO - PDI  II
117;0;BNDES - 2O PROGRAMA DE DESENVOLVIMENTO INTEGRADO - PDI  II
118;0;BNDES - I PROGRAMA DE DESENVOLVIMENTO  INTEGRADO - PDI - I
119;0;BNDES - PEF II RESOLUCAO DO CMN 3794/2009
120;0;BNDES - PMAE - DEFENSORIAS
121;0;BNDES - PROGRAMA DE DESENVOLVIMENTO INTEGRADO 2 - PDI II
122;0;BNDES - PROGRAMA DE INFRAESTRUTURA RODOVIARIA
123;0;BNDES - PROGRAMA PAC MOBILIDADE - METRO DA RMBH
124;0;BNDES - PROINVESTE
125;0;BNDES / COMPANHIA VALE DO RIO DOCE / DEPARTAMENTO DE ESTRADAS DE RODAG EM - DER/MG
126;0;BNDES / FUNDACAO ESTADUAL DO MEIO AMBIENTE
127;0;BNDES / FUNDACAO ESTADUAL DO MEIO AMBIENTE - FEAM
128;0;BNDES / PROGRAMA DE MODERNIZACAO DA ADM. ESTADUAL - PMAE
129;0;BNDES / PROGRAMA DESENVOLVIMENTO  INTEGRADO DE MG - PDI  I
130;0;BNDES / PROGRAMA EMERGENCIAL DE FINANCIAMENTO FASE 2
131;0;BRASGEMAS IND. COM. EXP. LTDA / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
132;0;CAF - CAMINHOS DE MINAS
133;0;CAIXA ECONOMICA FEDERAL - INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS - ITER
134;0;CAIXA ECONOMICA FEDERAL - SECRETARIA DE ESTADO DE EDUCACAO
135;0;CAIXA ECONOMICA FEDERAL / FUNDO ESTADUAL DE HABITACAO
136;0;CAIXA ECONOMICA FEDERAL / INSTITUTO MINEIRO DE AGROPECUARIA - IMA
137;0;CAIXA ECONOMICA FEDERAL / INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
138;0;CAIXA ECONOMICA FEDERAL / PRONAF/ INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS -ITER
139;0;CAIXA ECONOMICA FEDERAL / SECRETARIA DE ESTADO DA AGRICULTURA E ABASTECIMENTO
140;0;CAIXA ECONOMICA FEDERAL / SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
141;0;CAIXA ECONOMICA FEDERAL / SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
142;0;CAIXA ECONOMICA FEDERAL / SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS - SETOP
143;0;CAIXA ECONOMICA FEDERAL / SECRETARIA DE ESTADO DE TURISMO - SETUR
144;0;CAIXA ECONOMICA FEDERAL / UNIVERSIDADE DO ESTADO DE MINAS GERAIS - UEMG
145;0;CEF / SANEAMENTO BASICO E HABITACAO
146;0;CEMIG / CETEC
147;0;CEMIG DISTRIBUICAO S.A  / INSTITUTO ESTADUAL DE FLORESTAS - IEF
148;0;CEMIG DISTRIBUICAO S.A.  / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
149;0;CEMIG DISTRIBUICAO S.A. / INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA
150;0;CEMIG DISTRIBUIC?O S.A / INSTITUTO ESTADUAL DE FLORESTAS - IEF
151;0;CEMIG GERACAO E TRANSMISSAO S.A / FUNDACAO JOAO PINHEIRO - FJP
152;0;CEMIG GERACAO E TRANSMISSAO S.A / INSTITUTO ESTADUAL DE FLORESTAS - IEF
153;0;CENTRAIS DE ABASTECIMENTO DE MG - CEASA/POLICIA MILITAR DE MINAS GERAIS
154;0;CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASA / POLICIA MILITAR DE MG -PMMG
155;0;CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASA / POLICIA MILITAR DE MINAS GERAIS - PMMG
156;0;CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASA / SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
157;0;CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS -CEASA / POLICIA MILITAR DE MINAS GERAIS
158;0;CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS SA-CEASA /SECRETARIA DE ESTA DO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
159;0;CENTRAIS ELETRICAS BRASILEIRAS S.A. - ELETROBRAS / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
160;0;CENTRAL DE MEDICAMENTOS - CEME / FUNDACAO EZEQUIEL DIAS - FUNED
161;0;CENTRO DE ENSINO INSTRUMENTACAO CIRURGICA - CENIC / FUNDACAO HSPITALAR DE MG - FHEMIG
162;0;CENTRO DE ENSINO SUPERIOR DE VESPASIANO - CESUV / FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS - FHEMIG
163;0;CERTIFICACAO DE PRODUTOS E SERVICOS
164;0;CI & T SOFTWARE S/A / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
165;0;CIA MINERADORA DE MG - COMIG / POLICIA MILITAR DE MG - PMMG
166;0;CIA VALE DO RIO DOCE - CVRD / POLICIA MILITAR DE MINAS GERAIS
167;0;CNPQ / FUNDACAO DE  AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
168;0;COBANSA COMPANHIA HIPOTECARIA / COHAB / FUNDO ESTADUAL DE HABITACAO
169;0;CODEVASF / FUNDACAO RURAL MINEIRA - RURALMINAS
170;0;CODEVASF / SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA
171;0;COLEGIO DIRETRIZ LTDA / FUNDACAO HOSPITALAR DE MG - FHEMIG
172;0;COLEGIO DIRETRIZ LTDA / FUNDACAO HOSPITALAR DE MINAS GERAIS - FHEMIG
173;0;COLEGIO DIRETRIZ LTDA / FUNDACAO HOSPITALAR DO ESTADO DE MG - FHEMIG
174;0;COLEGIO DIRETRIZ LTDA / FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS - FHEMIG
175;0;COLEGIO FERREIRA MARTINS / FUNDACAO HOSPITALAR DE MG - FHEMIG
176;0;COLEGIO FERREIRA MARTINS / FUNDACAO HOSPITALAR DE MINAS GERAIS - FHEMIG
177;0;COLEGIO FERREIRA MARTINS / FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS - FHEMIG
178;0;COMANDO DA AERONAUTICA - DEPTO AVIACAO CIVIL / DEPARTAMENTO DE ESTRADAS DE RODAGEM - DER
179;0;COMBATE A TUBERCULOSE / LOTERIA DO ESTADO DE MG. / SECRETARIA DE ESTADO DA SAUDE
180;0;COMISSOES DECORRENTES DAS CONTRATACOES DE SEGURO JUNTO A COSEEP / SEAPA
181;0;COMISSOES DECORRENTES DAS CONTRATACOES DE SEGURO JUNTO A COSEP/SEAPA
182;0;COMISSOES DECORRENTES DAS CONTRATACOES DE SEGURO JUNTO A COSESP/SEAPA
183;0;COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO - CBMM / POLICIA MILITAR DE MINAS GERAIS - PMMG
184;0;COMPANHIA BRASILEIRA DE TRENS URBANOS / DEPARTAMENTO DE ESTRADAS DE RODAGEM DE MINAS GERAIS
185;0;COMPANHIA DE DESENVOLVIMENTO DO VALE DO SAO FRANCISCO / EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS - EPAMIG
186;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO RIO SAO FRANCISCO E PARNAIBA / SECRETARIA DE ESTADO DE AGRICULTURA, PEC ARIA E ABASTECIMENTO
412;0;COTA-PARTE DO ESTADO - DIVIDA  ATIVA TRIBUTARIA DO ITCD
187;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA - CODEVASF / FUNDACAO RURAL MINEIRA - RURALMINAS
188;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA - CODEVASF/ INSTITUTO MINEIRO DE GESTAO DAS AGUAS - IGAM
189;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA - CODEVASF/ SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO
190;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA - CODEVASF/ SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL
191;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA / INSTITUTO DE DESENVOLVIMENTO DE MINAS GERAIS - IDENE
192;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA / INSTITUTO MINEIRO DE AGROPECUARIA - IMA
193;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA- CODEVAF/ INSTITUTO MINEIRO DE GESTAO DAS AGUA - IGAM
194;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA - C ODEVASF / EMP. ASSIST.TECNICA EXTENSAO RURAL DO EST. MG - EMATER
195;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA - CODEDVASF/INSTITUTO ESTADUAL DE FLORESTAS - IEF
196;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA - CODEVASF / EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL - EMATER
197;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA - CODEVASF / INSTITUTO ESTADUAL DE FLORESTAS - IEF
198;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA -CODEVASF /EMP. DE ASSIST. TECNICA E EXTENSAO RURAL DO EST.MG - EMATER
199;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA / SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
200;0;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E PARNAIBA / UNIVERSIDADE ESTADUAL DE MONTES CLAROS - UNIMONTES
201;0;COMPANHIA DE DESENVOLVIMENTO ECON MICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
202;0;COMPANHIA DE DESENVOLVIMENTO ECON MICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER
203;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS
204;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER
205;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS -DER
206;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS -DER - L
207;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
208;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / INSTITUTO ESTADUAL DE FLORESTAS - IEF
209;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS
210;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA
211;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / SECRETARIA DE ESTADO DE CULTURA
212;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / SECRETARIA DE ESTADO DE CULTURA - SEC
213;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / SECRETARIA DE ESTADO DE DEFESA SOCIAL
214;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS - CODEMIG / SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS - SETOP
215;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS / FUNDACAO DE ARTE DE OURO PRETO
216;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
217;0;COMPANHIA DE DESENVOLVIMENTO ECONOMICO DE MINAS GERAIS- CODEMIG / DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTAO DE MINAS GERAIS -DER
218;0;COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS - COHAB / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
219;0;COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS/ECONOMISA/FUNDO ESTADUAL DE HABITACAO
220;0;COMPANHIA DE SANEAMENTO DE MG - COPASA / CORPO DE BOMBEIRO MILITAR DE MG - CBMMG
221;0;COMPANHIA DE SANEAMENTO DE MG - COPASA / CORPO DE BOMBEIROS MILITAR DE MG - CBMMG
222;0;COMPANHIA DE SANEAMENTO DE MG - COPASA / POLICIA MILITAR DE MG - PMMG
223;0;COMPANHIA DE SANEAMENTO DE MG -COPASA/INSTITUTO ESTADUAL DE FLORESTAS-IEF
224;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS  - COPASA / SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA
225;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / DEPARTAMENTO DE ESTRADAS DE RODAGEM DE MG - DER
226;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MG - DEOP
227;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / INSTITUTO ESTADUAL DE FLORESTAS - IEF
228;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / INSTITUTO MINEIRO DE GESTAO DS AGUAS - IGAM
229;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / POLICIA MILITAR DE MINAS GERAIS
230;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / POLICIA MILITAR DE MINAS GERAIS - PMMG
231;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA / SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PUBLICAS - SETOP
232;0;COMPANHIA DE SANEAMENTO DE MINAS GERAIS / CAIXA ECONOMICA FEDERAL
233;0;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS PRODEMGE / SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO
234;0;COMPANHIA DE TRENS URBANOS - CBTU / FUNDACAO JOAO PINHEIRO
235;0;COMPANHIA ENERGETICA  DE MINAS GERAIS - CEMIG / FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS - CETEC
236;0;COMPANHIA ENERGETICA  DE MINAS GERAIS - CEMIG / FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG
